Bin	Name	Source Path	Color	GFX-Video Level	Field Ordering	LensModelName	InitializedDate	ProavIdRef	serialNo	modelName	manufacturer	CreationDate	Video Bitrate	Shutter Speed Time	Shutter Speed Angle	Iris F	White Balance	White Balance Mode	Foc. Pos. fr. Image Plane	EI	Exposure Mode	Capture FPS	Capture Gamma Equation	lens_name	Lens Mount	Audio Format	User TC Pref	User Action Guide Width	User Action Guide Topleft Y	User Action Guide Topleft X	User Action Guide Height	User Action Guide Enabled	Shutter fraction	Shutter degree	Sensor OLPF Name	Sensor OLPF Interchangeable	Sensor Name	Sensor ID	Resolution Format Name	Reel ID Full	Reel ID 8 Character	REDCODE	record_framerate_numerator	record_framerate_denominator	Record Framerate	Original Filename	monitor_sharpness	Media Serial Number	TimeStamp	Lens Aperture Units	Jamsync setting	iso_calibration_version	FrameWidth	FrameHeight	HDR Mode	GMT Time	GMT Date	Genlock setting	Frame Guide Width	Frame Guide Topleft Y	Frame Guide Topleft X	Frame Guide Height	Frame Guide Enabled	flip_vertical	flip_horizontal	Exposure time	exposure_adjust	Dropped Frame Count	clip_uuid	Clip	clip_default_color_version	camera_rotation_z	camera_rotation_y	camera_rotation_x	camera_position	Camera PIN	Camera Network Name	Camera Model ID	Camera Model	Camera firmware version	Camera Firmware Revision	camera_acceleration_z	camera_acceleration_y	camera_acceleration_x	Anamorphic Mode	Resolution	Filename	Original_End	Original_Start	Blue White Y	Blue White X	Blue Knee Y	Blue Knee X	Blue Mid Y	Blue Mid X	Blue Toe Y	Blue Toe X	Blue Black Y	Blue Black X	Green White Y	Green White X	Green Knee Y	Green Knee X	Green Mid Y	Green Mid X	Green Toe Y	Green Toe X	Green Black Y	Green Black X	Red White Y	Red White X	Red Knee Y	Red Knee X	Red Mid Y	Red Mid X	Red Toe Y	Red Toe X	Red Black Y	Red Black X	LGG Blue Gain	LGG Blue Gamma	LGG Blue Lift	LGG Green Gain	LGG Green Gamma	LGG Green Lift	LGG Red Gain	LGG Red Gamma	LGG Red Lift	Shadow	FLUT	Chroma Denoise	OLPF	Debayer detail	GammaSpace	ColorSpace	DRX	Tint	Kelvin	White Y	White X	Knee Y	Knee X	Mid Y	Mid X	Toe Y	Toe X	Black Y	Black X	Saturation	Exposure	GainRed	GainGreen	GainBlue	Contrast	Brightness	ISO	Source Setting	Clip ID	Comments	Image Size	Raster Dimension	Image Framing	Vendor Download Master	Vendor Invoice ID	Vendor Asset Status	Vendor Asset Keywords	Vendor Asset Description	Vendor Original Master	Vendor Asset Price	Vendor Asset Rights	Vendor Asset Name	Vendor Asset ID	Vendor URL	Vendor Name	Marker	S3D Alignment	S3D Eye Order	S3D InversionR	S3D Inversion	S3D Clip Name	S3D Group Name	S3D Channel	S3D Leading Eye	S3D Contributors	Color Transformation	Ancillary Data	Media File Path	Reformat	Pixel Aspect Ratio	Image Aspect Ratio	Chroma Subsampling	Color Space	Track Formats	Field Motion	AFD	Auxiliary TC5	ASC_SAT	ASC_SOP	IDataLink	Production	Journalist	Disk Label	TC 30NP	UNC Path	Transfer	Master Start	Master Film	Master End	Master Edge	Master Dur	LUT	KN Film	Ink Film	Ink Edge	Ink End	Frame Count Duration	Frame Count End	Frame Count Start	Ink Dur	VFX Reel	VFX	DPX	AuxInk Film	AuxInk End	AuxInk Edge	AuxInk Dur	Format	Video File Format	Aux TC 24	Cadence	TC 25PD	Audio Bit Depth	Audio File Format	TC 30	TC 24	TC 25	Modified Date	Audio SR	TapeID	Lock	Slip	Camera	Reel	Labroll	Shoot Date	Camroll	Auxiliary TC1	Soundroll	Reel #	Take	VITC	Scene	Plug-in	Video	Tape	Start	Sound TC	Tracks	Offline	Pullout	Project	Pullin	Auxiliary TC4	Mark OUT	KN Start	KN IN-OUT	KN Mark OUT	KN Dur	Mark IN	KN Mark IN	Perf	KN End	Film TC	IN-OUT	FPS	Auxiliary Ink	End	Ink Number	Drive	Duration	Creation Date	Auxiliary TC2	Frame	CFPS	Media Status	Auxiliary TC3	Source File	
OWEN FOR RESOLVE	B001_C007_0318VF_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED B_012\B001_03181P\B001_03181P.RDM\B001_C007_0318VF.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250318_RED B_012														13230	13229	0									1080p/25			None		24	PCM				20/03/2025 10:00:57	48000	WW2D_20250318_RED B_012	   														DNxHD LB (HD1080p)		11:44:31:05		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 826+14							25.00		11:53:20:10		BLINK_WW2 DECODED_MEDIA (W:)	00:08:49:05	19/03/2025 11:24:24			25.00			B001_C007_0318VF_001.mov	
OWEN FOR RESOLVE	B001_C003_0318PJ_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED B_012\B001_03181P\B001_03181P.RDM\B001_C003_0318PJ.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250318_RED B_012														6933	6932	0									1080p/25			None		24	PCM				20/03/2025 10:00:57	48000	WW2D_20250318_RED B_012	   														DNxHD LB (HD1080p)		11:19:40:08		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 433+05							25.00		11:24:17:16		BLINK_WW2 DECODED_MEDIA (W:)	00:04:37:08	19/03/2025 14:26:02			25.00			B001_C003_0318PJ_001.mov	
OWEN FOR RESOLVE	B001_C002_0318Y1_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED B_012\B001_03181P\B001_03181P.RDM\B001_C002_0318Y1.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250318_RED B_012														6158	6157	0									1080p/25			None		24	PCM				20/03/2025 10:00:57	48000	WW2D_20250318_RED B_012	   														DNxHD LB (HD1080p)		11:14:02:24		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 384+14							25.00		11:18:09:07		BLINK_WW2 DECODED_MEDIA (W:)	00:04:06:08	19/03/2025 14:26:02			25.00			B001_C002_0318Y1_001.mov	
OWEN FOR RESOLVE	B001_C001_0318LB_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED B_012\B001_03181P\B001_03181P.RDM\B001_C001_0318LB.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250318_RED B_012														4446	4445	0									1080p/25			None		24	PCM				20/03/2025 10:00:57	48000	WW2D_20250318_RED B_012	   														DNxHD LB (HD1080p)		11:10:47:23		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 277+14							25.00		11:13:45:19		BLINK_WW2 DECODED_MEDIA (W:)	00:02:57:21	19/03/2025 14:26:02			25.00			B001_C001_0318LB_001.mov	
OWEN FOR RESOLVE	A004_C010_0318UV_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_016\A004_031854\A004_031854.RDM\A004_C010_0318UV.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_016														618	617	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_016	   														DNxHD LB (HD1080p)		15:07:04:04		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							  38+10							25.00		15:07:28:22		BLINK_WW2 DECODED_MEDIA (W:)	00:00:24:18	19/03/2025 14:26:02			25.00			A004_C010_0318UV_001.mov	
OWEN FOR RESOLVE	A004_C005_0318DI_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_016\A004_031854\A004_031854.RDM\A004_C005_0318DI.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_016														2068	2067	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_016	   														DNxHD LB (HD1080p)		14:58:42:07		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 129+04							25.00		15:00:05:00		BLINK_WW2 DECODED_MEDIA (W:)	00:01:22:18	19/03/2025 14:26:02			25.00			A004_C005_0318DI_001.mov	
OWEN FOR RESOLVE	A004_C004_031821_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_016\A004_031854\A004_031854.RDM\A004_C004_031821.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_016														1635	1634	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_016	   														DNxHD LB (HD1080p)		14:57:18:05		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 102+03							25.00		14:58:23:15		BLINK_WW2 DECODED_MEDIA (W:)	00:01:05:10	19/03/2025 14:26:02			25.00			A004_C004_031821_001.mov	
OWEN FOR RESOLVE	A004_C003_031806_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_016\A004_031854\A004_031854.RDM\A004_C003_031806.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_016														1696	1695	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_016	   														DNxHD LB (HD1080p)		14:49:10:15		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 106+00							25.00		14:50:18:11		BLINK_WW2 DECODED_MEDIA (W:)	00:01:07:21	19/03/2025 14:26:02			25.00			A004_C003_031806_001.mov	
OWEN FOR RESOLVE	A004_C002_03183R_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_016\A004_031854\A004_031854.RDM\A004_C002_03183R.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_016														1435	1434	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_016	   														DNxHD LB (HD1080p)		14:47:49:17		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							  89+11							25.00		14:48:47:02		BLINK_WW2 DECODED_MEDIA (W:)	00:00:57:10	19/03/2025 11:24:24			25.00			A004_C002_03183R_001.mov	
OWEN FOR RESOLVE	A003_C002_0318BH_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_015\A003_0318IO\A003_0318IO.RDM\A003_C002_0318BH.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_015														6749	6748	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_015	   														DNxHD LB (HD1080p)		13:17:32:08		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 421+13							25.00		13:22:02:07		BLINK_WW2 DECODED_MEDIA (W:)	00:04:29:24	19/03/2025 14:26:02			25.00			A003_C002_0318BH_001.mov	
OWEN FOR RESOLVE	A003_C001_03184H_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_015\A003_0318IO\A003_0318IO.RDM\A003_C001_03184H.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_015														12427	12426	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_015	   														DNxHD LB (HD1080p)		13:07:39:22		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 776+11							25.00		13:15:56:24		BLINK_WW2 DECODED_MEDIA (W:)	00:08:17:02	19/03/2025 11:24:24			25.00			A003_C001_03184H_001.mov	
OWEN FOR RESOLVE	A002_C002_0318AM_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_014\A002_0318YF\A002_0318YF.RDM\A002_C002_0318AM.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_014														15212	15211	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_014	   														DNxHD LB (HD1080p)		12:17:42:04		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 950+12							25.00		12:27:50:16		BLINK_WW2 DECODED_MEDIA (W:)	00:10:08:12	19/03/2025 14:26:02			25.00			A002_C002_0318AM_001.mov	
OWEN FOR RESOLVE	A002_C001_03180W_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_014\A002_0318YF\A002_0318YF.RDM\A002_C001_03180W.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_014														13580	13579	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_014	   														DNxHD LB (HD1080p)		12:08:24:22		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 848+12							25.00		12:17:28:02		BLINK_WW2 DECODED_MEDIA (W:)	00:09:03:05	19/03/2025 14:26:02			25.00			A002_C001_03180W_001.mov	
OWEN FOR RESOLVE	A001_C009_0318FE_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_013\A001_0318KX\A001_0318KX.RDM\A001_C009_0318FE.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_013														12554	12553	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_013	   														DNxHD LB (HD1080p)		11:56:55:12		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 784+10							25.00		12:05:17:16		BLINK_WW2 DECODED_MEDIA (W:)	00:08:22:04	19/03/2025 11:24:24			25.00			A001_C009_0318FE_001.mov	
OWEN FOR RESOLVE	A001_C008_03184D_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_013\A001_0318KX\A001_0318KX.RDM\A001_C008_03184D.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_013														13211	13210	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_013	   														DNxHD LB (HD1080p)		11:47:26:10		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 825+11							25.00		11:56:14:21		BLINK_WW2 DECODED_MEDIA (W:)	00:08:48:11	19/03/2025 14:26:02			25.00			A001_C008_03184D_001.mov	
OWEN FOR RESOLVE	A001_C004_031885_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_013\A001_0318KX\A001_0318KX.RDM\A001_C004_031885.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_013														6840	6839	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_013	   														DNxHD LB (HD1080p)		11:22:39:00		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 427+08							25.00		11:27:12:15		BLINK_WW2 DECODED_MEDIA (W:)	00:04:33:15	19/03/2025 14:26:02			25.00			A001_C004_031885_001.mov	
OWEN FOR RESOLVE	A001_C003_0318RW_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_18\WW2D_20250318_RED A_013\A001_0318KX\A001_0318KX.RDM\A001_C003_0318RW.RDC\	Other																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO			RedWideGamut_Log3G10 to Rec709 (3D); Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250318_RED A_013														5696	5695	0									1080p/25			None		24	PCM				20/03/2025 10:00:28	48000	WW2D_20250318_RED A_013	   														DNxHD LB (HD1080p)		11:17:17:14		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 356+00							25.00		11:21:05:10		BLINK_WW2 DECODED_MEDIA (W:)	00:03:47:21	19/03/2025 14:26:02			25.00			A001_C003_0318RW_001.mov	
OWEN FOR RESOLVE	B005_C022_031439_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C022_031439.RDC\	   																																																																																																																																																											B005_C022_031439_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														886	885	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		11:27:16:13		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							  55+06							25.00		11:27:51:24		BLINK_WW2 DECODED_MEDIA (W:)	00:00:35:11	17/03/2025 13:24:44			25.00			B005_C022_031439_001.mov	
OWEN FOR RESOLVE	B005_C020_0314UT_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C020_0314UT.RDC\	   																																																																																																																																																											B005_C020_0314UT_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														1370	1369	0									1080p/25			None		24	PCM				17/03/2025 13:45:43	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		11:19:52:20		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							  85+10							25.00		11:20:47:15		BLINK_WW2 DECODED_MEDIA (W:)	00:00:54:20	17/03/2025 13:43:37			25.00			B005_C020_0314UT_001.mov	
OWEN FOR RESOLVE	B005_C014_0314TP_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C014_0314TP.RDC\	   																																																																																																																																																											B005_C014_0314TP_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														2370	2369	0									1080p/25			None		24	PCM				17/03/2025 14:03:24	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		11:08:44:12		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 148+02							25.00		11:10:19:07		BLINK_WW2 DECODED_MEDIA (W:)	00:01:34:20	17/03/2025 13:59:50			25.00			B005_C014_0314TP_001.mov	
OWEN FOR RESOLVE	B005_C012_03146Y_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C012_03146Y.RDC\	   																																																																																																																																																											B005_C012_03146Y_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														5752	5751	0									1080p/25			None		24	PCM				17/03/2025 13:38:07	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		11:02:07:01		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 359+08							25.00		11:05:57:03		BLINK_WW2 DECODED_MEDIA (W:)	00:03:50:02	17/03/2025 13:29:44			25.00			B005_C012_03146Y_001.mov	
OWEN FOR RESOLVE	B005_C011_0314ZP_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C011_0314ZP.RDC\	   																																																																																																																																																											B005_C011_0314ZP_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														2681	2680	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		10:53:32:14		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 167+09							25.00		10:55:19:20		BLINK_WW2 DECODED_MEDIA (W:)	00:01:47:06	17/03/2025 13:25:55			25.00			B005_C011_0314ZP_001.mov	
OWEN FOR RESOLVE	B005_C008_0314WG_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C008_0314WG.RDC\	   																																																																																																																																																											B005_C008_0314WG_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														1006	1005	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		10:49:55:05		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							  62+14							25.00		10:50:35:11		BLINK_WW2 DECODED_MEDIA (W:)	00:00:40:06	17/03/2025 13:38:07			25.00			B005_C008_0314WG_001.mov	
OWEN FOR RESOLVE	B005_C006_0314E3_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED B_011\B005_0314IL.RDM\B005_C006_0314E3.RDC\	   																																																																																																																																																											B005_C006_0314E3_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]	Stereo: A1A2	Progressive								WW2D_20250314_RED B_011														3372	3371	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED B_011	   														DNxHD LB (HD1080p)		10:39:54:08		V1 A1-2	V1 A1-2		+BLINK_WWII DECODED_TECH							 210+12							25.00		10:42:09:05		BLINK_WW2 DECODED_MEDIA (W:)	00:02:14:22	17/03/2025 14:16:21			25.00			B005_C006_0314E3_001.mov	
OWEN FOR RESOLVE	A005_C028_03140L_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED A_012\A005_0314CH\A005_0314CH.RDM\A005_C028_03140L.RDC\	   																																																																																																																																																											A005_C028_03140L_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250314_RED A_012														3132	3131	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED A_012	   														DNxHD LB (HD1080p)		11:56:53:05		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							 195+12							25.00		11:58:58:12		BLINK_WW2 DECODED_MEDIA (W:)	00:02:05:07	18/03/2025 11:00:32			25.00			A005_C028_03140L_001.mov	
OWEN FOR RESOLVE	A005_C020_0314GH_001.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_03_14\WW2D_20250314_RED A_012\A005_0314CH\A005_0314CH.RDM\A005_C020_0314GH.RDC\	   																																																																																																																																																											A005_C020_0314GH_001		4096 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Duotone (3D)			Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive								WW2D_20250314_RED A_012														861	860	0									1080p/25			None		24	PCM				24/05/2025 17:55:55	48000	WW2D_20250314_RED A_012	   														DNxHD LB (HD1080p)		11:27:15:17		V1 A1-4	V1 A1-4		+BLINK_WWII DECODED_TECH							  53+13							25.00		11:27:50:03		BLINK_WW2 DECODED_MEDIA (W:)	00:00:34:11	18/03/2025 11:04:42			25.00			A005_C020_0314GH_001.mov	
